1,2022,4,0,1,8800
1,2022,4,0,2,16700
1,2022,4,0,3,23800
1,2022,4,0,4,30200
1,2022,4,0,5,36000
1,2022,4,0,6,41200
1,2022,4,0,7,45900
1,2022,4,0,8,50100
1,2022,4,0,9,53900
1,2022,4,0,10,57300
1,2022,4,0,11,60300
1,2022,4,0,12,63100
1,2022,4,1,1,10000
1,2022,4,1,2,19000
1,2022,4,1,3,27100
1,2022,4,1,4,34300
1,2022,4,1,5,40900
1,2022,4,1,6,46800
1,2022,4,1,7,52100
1,2022,4,1,8,56900
1,2022,4,1,9,61200
1,2022,4,1,10,65100
1,2022,4,1,11,68600
1,2022,4,1,12,71700
1,2022,4,2,1,10000
1,2022,4,2,2,19000
1,2022,4,2,3,27100
1,2022,4,2,4,34300
1,2022,4,2,5,40900
1,2022,4,2,6,46800
1,2022,4,2,7,52100
1,2022,4,2,8,56900
1,2022,4,2,9,61200
1,2022,4,2,10,65100
1,2022,4,2,11,68600
1,2022,4,2,12,71700
1,2022,4,3,1,10000
1,2022,4,3,2,19000
1,2022,4,3,3,27100
1,2022,4,3,4,34300
1,2022,4,3,5,40900
1,2022,4,3,6,46800
1,2022,4,3,7,52100
1,2022,4,3,8,56900
1,2022,4,3,9,61200
1,2022,4,3,10,65100
1,2022,4,3,11,68600
1,2022,4,3,12,71700
1,2022,4,4,1,10500
1,2022,4,4,2,19900
1,2022,4,4,3,28400
1,2022,4,4,4,36100
1,2022,4,4,5,42900
1,2022,4,4,6,49100
1,2022,4,4,7,54700
1,2022,4,4,8,59800
1,2022,4,4,9,64300
1,2022,4,4,10,68300
1,2022,4,4,11,72000
1,2022,4,4,12,75300
1,2022,4,5,1,10500
1,2022,4,5,2,19900
1,2022,4,5,3,28400
1,2022,4,5,4,36100
1,2022,4,5,5,42900
1,2022,4,5,6,49100
1,2022,4,5,7,54700
1,2022,4,5,8,59800
1,2022,4,5,9,64300
1,2022,4,5,10,68300
1,2022,4,5,11,72000
1,2022,4,5,12,75300
1,2022,4,6,1,10500
1,2022,4,6,2,19900
1,2022,4,6,3,28400
1,2022,4,6,4,36100
1,2022,4,6,5,42900
1,2022,4,6,6,49100
1,2022,4,6,7,54700
1,2022,4,6,8,59800
1,2022,4,6,9,64300
1,2022,4,6,10,68300
1,2022,4,6,11,72000
1,2022,4,6,12,75300
1,2022,4,7,1,10500
1,2022,4,7,2,19900
1,2022,4,7,3,28400
1,2022,4,7,4,36100
1,2022,4,7,5,42900
1,2022,4,7,6,49100
1,2022,4,7,7,54700
1,2022,4,7,8,59800
1,2022,4,7,9,64300
1,2022,4,7,10,68300
1,2022,4,7,11,72000
1,2022,4,7,12,75300
1,2022,4,8,1,11000
1,2022,4,8,2,20900
1,2022,4,8,3,29800
1,2022,4,8,4,37800
1,2022,4,8,5,45000
1,2022,4,8,6,51500
1,2022,4,8,7,57300
1,2022,4,8,8,62600
1,2022,4,8,9,67300
1,2022,4,8,10,71600
1,2022,4,8,11,75400
1,2022,4,8,12,78900
1,2022,4,9,1,11000
1,2022,4,9,2,20900
1,2022,4,9,3,29800
1,2022,4,9,4,37800
1,2022,4,9,5,45000
1,2022,4,9,6,51500
1,2022,4,9,7,57300
1,2022,4,9,8,62600
1,2022,4,9,9,67300
1,2022,4,9,10,71600
1,2022,4,9,11,75400
1,2022,4,9,12,78900
1,2022,4,10,1,11500
1,2022,4,10,2,21800
1,2022,4,10,3,31100
1,2022,4,10,4,39500
1,2022,4,10,5,47000
1,2022,4,10,6,53800
1,2022,4,10,7,59900
1,2022,4,10,8,65400
1,2022,4,10,9,70400
1,2022,4,10,10,74900
1,2022,4,10,11,78900
1,2022,4,10,12,82500
1,2022,4,11,1,12000
1,2022,4,11,2,22800
1,2022,4,11,3,32500
1,2022,4,11,4,41200
1,2022,4,11,5,49100
1,2022,4,11,6,56200
1,2022,4,11,7,62600
1,2022,4,11,8,68300
1,2022,4,11,9,73500
1,2022,4,11,10,78100
1,2022,4,11,11,82300
1,2022,4,11,12,86100
1,2022,4,12,1,12500
1,2022,4,12,2,23700
1,2022,4,12,3,33800
1,2022,4,12,4,42900
1,2022,4,12,5,51100
1,2022,4,12,6,58500
1,2022,4,12,7,65200
1,2022,4,12,8,71100
1,2022,4,12,9,76500
1,2022,4,12,10,81400
1,2022,4,12,11,85700
1,2022,4,12,12,89600
1,2022,4,13,1,13500
1,2022,4,13,2,25600
1,2022,4,13,3,36500
1,2022,4,13,4,46400
1,2022,4,13,5,55200
1,2022,4,13,6,63200
1,2022,4,13,7,70400
1,2022,4,13,8,76800
1,2022,4,13,9,82600
1,2022,4,13,10,87900
1,2022,4,13,11,92600
1,2022,4,13,12,96800
1,2022,4,14,1,13500
1,2022,4,14,2,25600
1,2022,4,14,3,36500
1,2022,4,14,4,46400
1,2022,4,14,5,55200
1,2022,4,14,6,63200
1,2022,4,14,7,70400
1,2022,4,14,8,76800
1,2022,4,14,9,82600
1,2022,4,14,10,87900
1,2022,4,14,11,92600
1,2022,4,14,12,96800
1,2022,4,15,1,14500
1,2022,4,15,2,27500
1,2022,4,15,3,39200
1,2022,4,15,4,49800
1,2022,4,15,5,59300
1,2022,4,15,6,67900
1,2022,4,15,7,75600
1,2022,4,15,8,82500
1,2022,4,15,9,88800
1,2022,4,15,10,94400
1,2022,4,15,11,99400
1,2022,4,15,12,104000
